date,latest_flag,latest_purple,peak_flag,peak_severity,purple_any,n_updates,first_time,last_time,latest_label,peak_label,year,month_num,month,dow
2026-04-15,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2026,4,Apr,Wednesday
2026-04-16,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2026,4,Apr,Thursday
2026-04-17,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Friday
2026-04-18,Yellow,False,Yellow,2.0,False,1,10:23,10:23,Yellow,Yellow,2026,4,Apr,Saturday
2026-04-19,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Sunday
2026-04-20,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,4,Apr,Monday
2026-04-21,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Tuesday
2026-04-22,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Wednesday
2026-04-23,Single Red,True,Single Red,3.0,True,2,10:05,10:05,Single Red + Purple,Single Red + Purple,2026,4,Apr,Thursday
2026-04-24,Single Red,False,Single Red,3.0,False,1,09:57,09:57,Single Red,Single Red,2026,4,Apr,Friday
2026-04-26,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2026,4,Apr,Sunday
2026-04-27,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Monday
2026-04-28,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Tuesday
2026-04-29,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,4,Apr,Wednesday
2026-04-30,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2026,4,Apr,Thursday
2026-05-01,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2026,5,May,Friday
2026-05-02,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,5,May,Saturday
2026-05-03,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,5,May,Sunday
2026-05-04,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,5,May,Monday
2026-05-05,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2026,5,May,Tuesday
2026-05-06,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,5,May,Wednesday
2026-05-07,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Thursday
2026-05-08,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Friday
2026-05-09,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Saturday
2026-05-10,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,5,May,Sunday
2026-05-11,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2026,5,May,Monday
2026-05-12,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,5,May,Tuesday
2026-05-13,Yellow,False,Yellow,2.0,False,1,09:55,09:55,Yellow,Yellow,2026,5,May,Wednesday
2026-05-14,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,5,May,Thursday
2026-05-15,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,5,May,Friday
2026-05-16,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,5,May,Saturday
2026-05-17,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,5,May,Sunday
2026-05-18,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,5,May,Monday
2026-05-19,Single Red,False,Single Red,3.0,False,1,10:06,10:06,Single Red,Single Red,2026,5,May,Tuesday
2026-05-20,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,5,May,Wednesday
2026-05-21,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2026,5,May,Thursday
2026-05-22,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Friday
2026-05-23,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Saturday
2026-05-24,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,5,May,Sunday
2026-05-25,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,5,May,Monday
2026-05-26,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,5,May,Tuesday
2026-05-27,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,5,May,Wednesday
2026-05-28,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Thursday
2026-05-29,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,5,May,Friday
2026-05-30,Double Red,False,Double Red,4.0,False,3,10:01,10:15,Double Red,Double Red,2026,5,May,Saturday
2026-05-31,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,5,May,Sunday
2026-06-01,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2026,6,Jun,Monday
2026-06-02,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2026,6,Jun,Tuesday
2026-06-03,Single Red,True,Single Red,3.0,True,2,10:00,12:54,Single Red + Purple,Single Red + Purple,2026,6,Jun,Wednesday
2026-06-04,Single Red,False,Single Red,3.0,True,3,10:04,13:10,Single Red,Single Red + Purple,2026,6,Jun,Thursday
2026-06-05,Single Red,False,Single Red,3.0,False,1,10:03,10:03,Single Red,Single Red,2026,6,Jun,Friday
2026-06-06,Single Red,True,Single Red,3.0,True,2,10:02,14:29,Single Red + Purple,Single Red + Purple,2026,6,Jun,Saturday
2026-06-07,Single Red,True,Single Red,3.0,True,1,10:01,10:01,Single Red + Purple,Single Red + Purple,2026,6,Jun,Sunday
2026-06-08,Yellow,True,Yellow,2.0,True,3,10:01,13:26,Yellow + Purple,Yellow + Purple,2026,6,Jun,Monday
2026-06-09,Yellow,True,Yellow,2.0,True,1,10:01,10:01,Yellow + Purple,Yellow + Purple,2026,6,Jun,Tuesday
2026-06-10,Yellow,False,Yellow,2.0,True,2,10:00,11:00,Yellow,Yellow + Purple,2026,6,Jun,Wednesday
2026-06-11,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2026,6,Jun,Thursday
2026-06-12,Single Red,False,Single Red,3.0,False,1,10:03,10:03,Single Red,Single Red,2026,6,Jun,Friday
